ResponseID,A1_Role,A2_Experience,A3_Involvement,A4_Projects,B1_Size,B2_Vendor,B3_Approach,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,I1,I2,I3,I4_Score,J1_Mistakes,J2_Success,J3_Failed,J4_Features,J5_Comments
101,Other NBR/customs official,6-10 years,"Yes, as core project team member",National single window / trade portal; E-payment / e-declaration systems; AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system),"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",3,2,2,3,2,2,3,4,3,1,3,2,2,5,4,5,4,4,4,4,4,4,4,5,5,4,4,5,5,4,5,5,4,3,2,3,4,4,3,4,6,Over-reliance on external vendors without proper knowledge transfer and capacity building. Customs officers are left dependent on vendors even after project completion.,"Automated manifest processing system at Benapole land port succeeded because of strong vendor partnership, proper knowledge transfer to customs IT staff, and gradual rollout allowing officers to adapt.","AI-based anomaly detection system had high false positive rates, vendor abandoned project mid-way due to payment delays, and customs lacked technical capacity to maintain it. System is now non-functional.","Mandatory pilot phase clause before national rollout, dedicated customs technical liaison with 70% time commitment, knowledge transfer milestones tied to vendor payments, Bangla language interface requirement, regular stakeholder forums every 2 weeks.",Officer training in modern project management methods is critical. Many officers managing ICT projects have no formal PM training. Also need better procurement mechanisms that allow iterative development.
102,Trade professional (importer / exporter / customs broker),More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",E-payment / e-declaration systems; National single window / trade portal; AI / machine-learning-based analytics for targeting or anomaly detection,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,3,1,4,3,2,3,4,3,3,3,3,2,3,3,2,4,3,4,3,5,4,4,3,3,3,4,5,5,5,4,5,5,4,2,2,2,4,3,2,3,6,Lack of Bangla language interface. Most traders and C&F agents are more comfortable in Bangla but systems are primarily in English.,"E-payment system pilot at Chittagong port was successful because of strong Additional Commissioner champion who ensured regular stakeholder meetings, phased rollout starting with single location, and continuous C&F agent feedback sessions throughout implementation.","Automated classification system failed because AI model was trained on foreign data that didn't match Bangladesh tariff structure, poor accuracy led to disputes, and system was eventually abandoned.","Pilot-first approach mandatory, customs domain expert in vendor team, regular stakeholder forums, clear acceptance criteria per iteration, post-deployment performance monitoring, institutional memory documentation.","Importance of data governance framework cannot be overstated. Without proper data quality and privacy policies, AI systems will fail. Also need balance between modernization and practical usability - not all advanced features are needed."
103,ICT / IT professional (vendor / private firm),More than 15 years,"Yes, as project manager / team leader",National single window / trade portal; E-payment / e-declaration systems; Risk management / risk scoring system,"Small (less than 6 months, small project team)",High - primarily vendor-driven,No formal method was specified,2,3,3,2,2,2,2,3,3,3,4,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,5,5,3,3,3,3,4,4,4,8,Lack of dedicated project champion from customs side. Vendor teams struggle to get timely decisions and approvals.,"Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","E-payment gateway integration failed due to poor system integration, security concerns, and lack of coordination with banks. Traders couldn't complete payments reliably, causing business disruption.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.","Vendor selection criteria should emphasize local presence and understanding of customs procedures, not just technical capability. International vendors often fail because they don't understand local context and procedures."
104,ICT / IT professional (vendor / private firm),11-15 years,"Yes, as core project team member",AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems; Customs automation system (e.g. ASYCUDA / national system); National single window / trade portal,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,5,4,3,4,4,4,5,5,4,3,3,4,3,4,4,5,5,4,4,4,5,5,5,4,4,3,3,5,4,4,2,3,4,3,3,4,4,5,3,4,8,Resistance to agile methodologies. Customs insists on waterfall approach even for projects that need iterative development.,"Single window integration for textile imports succeeded because of co-creation workshops with traders, adequate training provided before rollout, and effective helpdesk support during initial months.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Time-boxed sprints of 4-6 weeks with working deliverables, mandatory user acceptance testing before each release, continuous integration and testing practices, transparent progress dashboards accessible to all stakeholders.","Post-implementation review and monitoring is critical but often neglected. Systems are deployed and then forgotten. Need mandatory 6-month and 1-year reviews to assess actual usage, benefits, and required improvements."
105,ICT / IT professional (vendor / private firm),0-5 years,"Yes, as core project team member",E-payment / e-declaration systems; National single window / trade portal; Risk management / risk scoring system,"Medium (6-18 months, multiple stakeholders)",Shared - mixed internal and external responsibility,Hybrid approach (combination of structured phases and agile iterations),4,3,3,4,5,4,3,3,2,3,3,2,3,4,5,5,5,5,4,5,4,4,3,3,3,3,3,5,4,4,4,5,4,3,3,2,5,5,5,5,8,Resistance to agile methodologies. Customs insists on waterfall approach even for projects that need iterative development.,"Integrated scanner system with risk management worked well due to clear acceptance criteria, regular demonstrations to stakeholders, and comprehensive training program for both officers and traders.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Co-creation workshops mandatory in requirements phase, iterative pilot deployments at single location first, formal change management plan with training budget, dedicated product owner from customs side, regular demonstrations to key stakeholders.","We need institutional memory - every project starts from zero. Also need career incentives for officers managing ICT projects, not just revenue collection. Framework should force continuous dialogue between technical teams and field operations."
106,BCS (Customs & VAT) cadre officer,0-5 years,"Yes, as core project team member",Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system; E-payment / e-declaration systems,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,3,2,3,3,1,3,3,3,3,3,2,2,4,4,4,3,4,4,4,3,5,5,5,5,5,4,4,3,4,4,4,5,3,2,2,4,5,4,4,7,Over-reliance on external vendors without proper knowledge transfer and capacity building. Customs officers are left dependent on vendors even after project completion.,"Automated invoice verification module worked because it was piloted with 5 large importers first, their feedback was incorporated, and then gradually expanded to all traders over 8 months.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
107,ICT / IT professional (government),6-10 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",Risk management / risk scoring system; AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems; National single window / trade portal,"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,1,2,2,4,2,2,3,1,2,3,2,2,5,4,4,4,4,4,4,5,4,4,5,5,4,4,3,3,4,4,4,3,2,2,2,5,4,3,3,7,"Inadequate stakeholder consultation during requirements phase. Field officers and traders are consulted too late, resulting in systems that don't match actual workflows.","Online duty calculator tool was well-received because it was simple, focused on single function, and included extensive help documentation in Bangla. Traders found it immediately useful.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Dedicated change management officer from project start, training budget allocated upfront (not as afterthought), helpdesk setup before go-live, post-implementation support for minimum 6 months, lessons learned documentation after each phase.","Traders and C&F agents should be involved much earlier in projects, not just at testing phase. Their input during requirements and design phases would prevent many usability issues that cause low adoption rates."
108,Trade professional (importer / exporter / customs broker),0-5 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",National single window / trade portal; Risk management / risk scoring system; AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems,"Medium (6-18 months, multiple stakeholders)",Minimal - mostly developed and managed internally,Hybrid approach (combination of structured phases and agile iterations),3,2,2,2,3,3,3,3,2,2,3,3,4,4,3,3,4,4,5,4,3,3,4,4,5,5,4,4,4,5,4,4,4,3,2,1,5,3,3,4,5,"Poor helpdesk and support arrangements. When users face issues, there is no timely support, causing business delays.","Online duty calculator tool was well-received because it was simple, focused on single function, and included extensive help documentation in Bangla. Traders found it immediately useful.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.","Importance of data governance framework cannot be overstated. Without proper data quality and privacy policies, AI systems will fail. Also need balance between modernization and practical usability - not all advanced features are needed."
109,ICT / IT professional (vendor / private firm),More than 15 years,"Yes, as core project team member",AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system); E-payment / e-declaration systems,"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",2,3,4,3,5,3,4,4,2,2,3,3,2,5,5,5,5,5,5,5,5,4,4,3,4,4,5,5,4,4,4,5,5,2,4,2,5,4,5,4,8,Poor communication between customs stakeholders and vendor teams. Key decisions are delayed because decision-makers are not available.,"Integrated scanner system with risk management worked well due to clear acceptance criteria, regular demonstrations to stakeholders, and comprehensive training program for both officers and traders.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Knowledge transfer tied to payments, Bangla documentation requirement, clear governance structure with decision-makers identified upfront, user feedback mechanisms built into each sprint, sustainability and local capacity building focus.","Importance of data governance framework cannot be overstated. Without proper data quality and privacy policies, AI systems will fail. Also need balance between modernization and practical usability - not all advanced features are needed."
110,Other NBR/customs official,More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",National single window / trade portal; Customs automation system (e.g. ASYCUDA / national system),"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,2,2,3,1,3,2,3,2,2,2,3,2,2,4,4,3,3,3,3,3,3,4,3,5,5,4,5,5,4,5,4,4,5,4,2,3,5,2,2,2,7,"Inadequate stakeholder consultation during requirements phase. Field officers and traders are consulted too late, resulting in systems that don't match actual workflows.","Automated invoice verification module worked because it was piloted with 5 large importers first, their feedback was incorporated, and then gradually expanded to all traders over 8 months.","National trade portal rollout without pilot failed due to poor requirements gathering, system couldn't handle actual transaction volumes, frequent downtimes, and traders reverted to old methods. Millions wasted.","Clear acceptance criteria for each iteration, user-centered design workshops with officers and traders, vendor lock-in protection through source code escrow, post-implementation monitoring framework, agile procurement mechanisms.","Balance between agility and structure is key. Too much structure kills innovation, too much agility creates chaos in government context. Hybrid approach must be carefully designed for customs environment."
111,BCS (Customs & VAT) cadre officer,6-10 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",E-payment / e-declaration systems; National single window / trade portal; Risk management / risk scoring system,"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,"Mainly agile / iterative (short sprints, incremental delivery)",3,3,3,3,2,1,3,2,4,3,2,2,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,3,4,2,2,1,5,3,3,3,7,"Poor data quality assessment at the beginning. Projects start without understanding existing data gaps, leading to AI systems that cannot function properly.","Online duty calculator tool was well-received because it was simple, focused on single function, and included extensive help documentation in Bangla. Traders found it immediately useful.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Time-boxed sprints of 4-6 weeks with working deliverables, mandatory user acceptance testing before each release, continuous integration and testing practices, transparent progress dashboards accessible to all stakeholders.",Better coordination with international best practices while adapting to local context. Need realistic expectations vs vendor promises. Focus on sustainability and local capacity building rather than one-time implementations.
112,BCS (Customs & VAT) cadre officer,More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",E-payment / e-declaration systems; Risk management / risk scoring system; Customs automation system (e.g. ASYCUDA / national system); National single window / trade portal,"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",2,2,3,3,3,2,2,2,2,3,1,2,1,4,5,4,3,3,4,4,4,5,4,5,4,4,3,4,4,4,3,4,3,3,3,4,4,3,3,3,7,"Inadequate stakeholder consultation during requirements phase. Field officers and traders are consulted too late, resulting in systems that don't match actual workflows.","Automated manifest processing system at Benapole land port succeeded because of strong vendor partnership, proper knowledge transfer to customs IT staff, and gradual rollout allowing officers to adapt.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Co-creation workshops mandatory in requirements phase, iterative pilot deployments at single location first, formal change management plan with training budget, dedicated product owner from customs side, regular demonstrations to key stakeholders.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
113,Trade professional (importer / exporter / customs broker),More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system; National single window / trade portal,"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,4,3,3,3,3,5,4,3,2,2,1,2,4,4,3,5,4,5,3,4,3,4,4,3,4,5,4,5,4,4,3,4,2,1,1,4,3,4,3,6,"Poor helpdesk and support arrangements. When users face issues, there is no timely support, causing business delays.","Electronic bond management system succeeded at Dhaka Customs House due to strong support from Commissioner, weekly progress reviews, and vendor team that understood customs procedures well.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Co-creation workshops mandatory in requirements phase, iterative pilot deployments at single location first, formal change management plan with training budget, dedicated product owner from customs side, regular demonstrations to key stakeholders.",Better coordination with international best practices while adapting to local context. Need realistic expectations vs vendor promises. Focus on sustainability and local capacity building rather than one-time implementations.
114,BCS (Customs & VAT) cadre officer,More than 15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system); National single window / trade portal; E-payment / e-declaration systems,"Large (multi-year, national rollout)",High - primarily vendor-driven,No formal method was specified,3,3,2,2,1,2,2,2,3,2,2,3,2,4,4,4,4,5,4,3,5,4,4,5,5,4,5,5,5,4,5,5,5,2,2,3,5,3,4,3,7,Weak change management and training. Systems are deployed but officers continue using old methods because training is insufficient and support is lacking.,"Automated invoice verification module worked because it was piloted with 5 large importers first, their feedback was incorporated, and then gradually expanded to all traders over 8 months.","E-payment gateway integration failed due to poor system integration, security concerns, and lack of coordination with banks. Traders couldn't complete payments reliably, causing business disruption.","Mandatory pilot phase clause before national rollout, dedicated customs technical liaison with 70% time commitment, knowledge transfer milestones tied to vendor payments, Bangla language interface requirement, regular stakeholder forums every 2 weeks.","Post-implementation review and monitoring is critical but often neglected. Systems are deployed and then forgotten. Need mandatory 6-month and 1-year reviews to assess actual usage, benefits, and required improvements."
115,BCS (Customs & VAT) cadre officer,More than 15 years,"Yes, as core project team member",AI / machine-learning-based analytics for targeting or anomaly detection; National single window / trade portal; Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,2,3,2,2,2,3,4,3,3,1,3,3,4,4,4,5,4,5,5,4,4,3,5,5,5,4,4,5,4,3,4,4,3,3,2,3,4,3,3,6,Poor coordination between customs operational teams and ICT teams. They work in silos without proper communication channels.,"Online duty calculator tool was well-received because it was simple, focused on single function, and included extensive help documentation in Bangla. Traders found it immediately useful.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Knowledge transfer tied to payments, Bangla documentation requirement, clear governance structure with decision-makers identified upfront, user feedback mechanisms built into each sprint, sustainability and local capacity building focus.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
116,Other NBR/customs official,11-15 years,"Yes, as core project team member",AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems; Risk management / risk scoring system; Customs automation system (e.g. ASYCUDA / national system),"Medium (6-18 months, multiple stakeholders)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),2,3,2,2,2,3,2,2,3,2,3,2,2,5,5,5,5,5,5,5,5,3,5,4,4,5,4,4,4,4,3,4,5,3,2,2,5,4,4,4,5,Ignoring user feedback during implementation. End-user concerns are dismissed as resistance to change rather than legitimate usability issues.,"Risk management pilot at Hazrat Shahjalal Airport worked well due to clear scope definition, dedicated customs technical liaison officer, and iterative improvements based on officer feedback over 6 months before scaling.","Integrated border management system never completed due to scope creep, budget overruns, coordination failures between multiple agencies, and vendor contract disputes. Project stalled for 2 years.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.",Officer training in modern project management methods is critical. Many officers managing ICT projects have no formal PM training. Also need better procurement mechanisms that allow iterative development.
117,ICT / IT professional (vendor / private firm),0-5 years,"Yes, as project manager / team leader",E-payment / e-declaration systems; National single window / trade portal; Customs automation system (e.g. ASYCUDA / national system),"Small (less than 6 months, small project team)",Shared - mixed internal and external responsibility,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",3,3,3,3,3,3,2,3,2,3,4,4,4,5,4,4,3,5,5,4,4,4,4,3,4,4,5,4,4,4,5,5,5,2,3,2,5,4,4,3,8,Data quality issues discovered too late in the project. Customs promises good data but actual data is fragmented and incomplete.,"Mobile app for customs declaration submission was successful due to user-centered design approach, extensive testing with C&F agents, and Bangla language interface that made it accessible to all users.","Document management system never adopted by officers because interface was too complex, no adequate training provided, and system didn't match actual document workflow. System exists but nobody uses it.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.","Traders and C&F agents should be involved much earlier in projects, not just at testing phase. Their input during requirements and design phases would prevent many usability issues that cause low adoption rates."
118,BCS (Customs & VAT) cadre officer,11-15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",Customs automation system (e.g. ASYCUDA / national system); E-payment / e-declaration systems; Risk management / risk scoring system,"Large (multi-year, national rollout)",Minimal - mostly developed and managed internally,Hybrid approach (combination of structured phases and agile iterations),2,3,2,2,1,2,3,4,3,3,2,3,2,5,5,4,5,5,4,4,5,5,3,5,5,4,5,5,5,4,4,4,5,1,2,2,4,3,3,2,6,Over-reliance on external vendors without proper knowledge transfer and capacity building. Customs officers are left dependent on vendors even after project completion.,"E-payment system pilot at Chittagong port was successful because of strong Additional Commissioner champion who ensured regular stakeholder meetings, phased rollout starting with single location, and continuous C&F agent feedback sessions throughout implementation.","Integrated border management system never completed due to scope creep, budget overruns, coordination failures between multiple agencies, and vendor contract disputes. Project stalled for 2 years.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.","Framework should include specific provisions for AI/ML projects: data quality assessment, model explainability requirements, bias testing, and performance monitoring. These are different from traditional ICT projects."
119,Other NBR/customs official,More than 15 years,"Yes, as core project team member",AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system); National single window / trade portal,"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",1,3,3,1,3,4,2,2,3,4,4,5,4,3,4,3,4,4,3,5,4,4,4,3,4,3,5,5,5,5,5,5,5,2,2,1,5,4,3,2,6,"Lack of customs domain expertise in vendor project teams. Technical staff don't understand customs procedures, leading to mismatched solutions.","E-payment system pilot at Chittagong port was successful because of strong Additional Commissioner champion who ensured regular stakeholder meetings, phased rollout starting with single location, and continuous C&F agent feedback sessions throughout implementation.","E-payment gateway integration failed due to poor system integration, security concerns, and lack of coordination with banks. Traders couldn't complete payments reliably, causing business disruption.","Mandatory pilot phase clause before national rollout, dedicated customs technical liaison with 70% time commitment, knowledge transfer milestones tied to vendor payments, Bangla language interface requirement, regular stakeholder forums every 2 weeks.","Framework should include specific provisions for AI/ML projects: data quality assessment, model explainability requirements, bias testing, and performance monitoring. These are different from traditional ICT projects."
120,Trade professional (importer / exporter / customs broker),11-15 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",Customs automation system (e.g. ASYCUDA / national system); National single window / trade portal; AI / machine-learning-based analytics for targeting or anomaly detection,"Large (multi-year, national rollout)",High - primarily vendor-driven,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",3,3,3,3,3,3,2,3,3,3,3,3,2,4,4,4,4,5,4,4,4,5,4,5,5,4,4,3,5,4,5,5,4,1,3,1,4,3,3,4,7,"Poor helpdesk and support arrangements. When users face issues, there is no timely support, causing business delays.","Single window integration for textile imports succeeded because of co-creation workshops with traders, adequate training provided before rollout, and effective helpdesk support during initial months.","National trade portal rollout without pilot failed due to poor requirements gathering, system couldn't handle actual transaction volumes, frequent downtimes, and traders reverted to old methods. Millions wasted.","Dedicated change management officer from project start, training budget allocated upfront (not as afterthought), helpdesk setup before go-live, post-implementation support for minimum 6 months, lessons learned documentation after each phase.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
121,Academic / researcher,More than 15 years,No direct involvement,Risk management / risk scoring system; E-payment / e-declaration systems; AI / machine-learning-based analytics for targeting or anomaly detection,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),3,2,2,3,2,3,2,3,3,1,2,1,2,4,3,4,4,3,3,4,5,5,4,5,4,5,2,4,4,4,4,5,4,2,3,2,5,4,3,4,5,Insufficient focus on user-centered design. Systems are built from technical perspective rather than user needs.,"Online duty calculator tool was well-received because it was simple, focused on single function, and included extensive help documentation in Bangla. Traders found it immediately useful.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.",Better coordination with international best practices while adapting to local context. Need realistic expectations vs vendor promises. Focus on sustainability and local capacity building rather than one-time implementations.
122,ICT / IT professional (vendor / private firm),11-15 years,"Yes, as core project team member",E-payment / e-declaration systems; AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system),"Large (multi-year, national rollout)",High - primarily vendor-driven,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",4,5,5,5,4,3,5,4,2,3,3,3,2,5,4,5,5,5,5,5,5,4,4,3,3,4,3,4,3,3,2,4,3,4,4,4,4,3,3,3,8,Data quality issues discovered too late in the project. Customs promises good data but actual data is fragmented and incomplete.,"Electronic bond management system succeeded at Dhaka Customs House due to strong support from Commissioner, weekly progress reviews, and vendor team that understood customs procedures well.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.","Framework should include specific provisions for AI/ML projects: data quality assessment, model explainability requirements, bias testing, and performance monitoring. These are different from traditional ICT projects."
123,BCS (Customs & VAT) cadre officer,6-10 years,"Yes, as end-user / stakeholder (training, pilot, etc.)",AI / machine-learning-based analytics for targeting or anomaly detection; Customs automation system (e.g. ASYCUDA / national system); Risk management / risk scoring system,"Large (multi-year, national rollout)",Shared - mixed internal and external responsibility,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",1,1,1,2,2,1,1,1,2,2,2,2,2,5,4,5,4,3,5,4,5,4,3,2,2,4,4,3,4,4,5,3,3,3,2,3,5,2,3,4,7,Over-reliance on external vendors without proper knowledge transfer and capacity building. Customs officers are left dependent on vendors even after project completion.,"Automated invoice verification module worked because it was piloted with 5 large importers first, their feedback was incorporated, and then gradually expanded to all traders over 8 months.","Blockchain-based trade finance system was abandoned after 18 months because technology was too advanced for current infrastructure, vendors couldn't deliver promised features, and traders saw no benefit over existing systems.","Pilot-first approach mandatory, customs domain expert in vendor team, regular stakeholder forums, clear acceptance criteria per iteration, post-deployment performance monitoring, institutional memory documentation.","Framework should include specific provisions for AI/ML projects: data quality assessment, model explainability requirements, bias testing, and performance monitoring. These are different from traditional ICT projects."
124,ICT / IT professional (vendor / private firm),11-15 years,"Yes, as core project team member",National single window / trade portal; Risk management / risk scoring system; AI / machine-learning-based analytics for targeting or anomaly detection; E-payment / e-declaration systems,"Large (multi-year, national rollout)",High - primarily vendor-driven,Hybrid approach (combination of structured phases and agile iterations),3,3,1,4,2,3,3,4,3,3,4,2,4,5,4,4,4,3,3,4,4,5,4,5,5,4,5,5,4,5,5,4,5,2,3,3,5,2,3,3,8,"Lengthy procurement and approval processes delay projects significantly. By the time approval comes, technology requirements have changed.","Mobile app for customs declaration submission was successful due to user-centered design approach, extensive testing with C&F agents, and Bangla language interface that made it accessible to all users.","Advanced AI-based risk analytics system failed because vendor didn't understand local customs procedures, poor data integration with ASYCUDA system, and officers maintained parallel manual systems defeating the purpose. Project delayed 3 years and never fully operational.","Requirements traceability matrix maintained throughout, version control for all project documents, regular risk assessment workshops, contingency planning for vendor non-performance, clear escalation paths for decision-making.",Customs should establish a dedicated ICT project management office (PMO) with trained staff. Current ad-hoc approach leads to repeated mistakes. PMO should maintain best practices library and provide guidance to project teams.
125,BCS (Customs & VAT) cadre officer,11-15 years,"Yes, as core project team member",National single window / trade portal; E-payment / e-declaration systems,"Medium (6-18 months, multiple stakeholders)",Shared - mixed internal and external responsibility,Hybrid approach (combination of structured phases and agile iterations),3,2,3,2,3,2,3,2,3,3,4,3,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,5,3,4,3,5,"Unrealistic timelines and budgets set by senior management without consulting technical teams, leading to rushed implementations.","Mobile app for customs declaration submission was successful due to user-centered design approach, extensive testing with C&F agents, and Bangla language interface that made it accessible to all users.","Comprehensive cargo tracking system failed because GPS devices were not properly maintained, data transmission was unreliable, and officers didn't trust the system preferring manual verification methods.","Time-boxed sprints of 4-6 weeks with working deliverables, mandatory user acceptance testing before each release, continuous integration and testing practices, transparent progress dashboards accessible to all stakeholders.","Post-implementation review and monitoring is critical but often neglected. Systems are deployed and then forgotten. Need mandatory 6-month and 1-year reviews to assess actual usage, benefits, and required improvements."
126,Academic / researcher,11-15 years,No direct involvement,National single window / trade portal; AI / machine-learning-based analytics for targeting or anomaly detection,"Large (multi-year, national rollout)",High - primarily vendor-driven,"Mainly waterfall / traditional (sequential stages, detailed up-front planning)",2,1,2,2,3,2,1,3,2,2,2,3,2,5,4,4,5,4,4,5,4,4,5,4,3,4,4,4,3,3,4,4,3,3,3,3,5,3,3,4,6,"Weak data governance framework. No clear policies on data quality, privacy, and ethical use of AI systems.","Mobile app for customs declaration submission was successful due to user-centered design approach, extensive testing with C&F agents, and Bangla language interface that made it accessible to all users.","AI-based anomaly detection system had high false positive rates, vendor abandoned project mid-way due to payment delays, and customs lacked technical capacity to maintain it. System is now non-functional.","Pilot-first approach mandatory, customs domain expert in vendor team, regular stakeholder forums, clear acceptance criteria per iteration, post-deployment performance monitoring, institutional memory documentation.","Traders and C&F agents should be involved much earlier in projects, not just at testing phase. Their input during requirements and design phases would prevent many usability issues that cause low adoption rates."
